"glm_scores","glm_class","rf_scores","rf_class","xgbTree_scores","xgbTree_class","nnet_scores","nnet_class"
"0.904650535100891","Bad","0.944","Bad","0.898430079221725","Bad","0.900405456175701","Bad"
"0.885235219734366","Bad","0.996","Good","0.915595471858978","Bad","0.919352271959561","Bad"
"0.942612465324607","Bad","0.982","Bad","0.956094913184643","Bad","0.947617086015913","Bad"
"0.995882082356041","Good","1","Good","0.996657747775316","Good","0.994571287535064","Good"
"0.937325628311648","Bad","0.968","Bad","0.904489800333977","Bad","0.942505986975383","Bad"
"0.970126907889124","Good","0.988","Good","0.977507995441556","Good","0.96359766431667","Bad"
"0.957675408618915","Bad","0.956","Bad","0.947827819734812","Bad","0.937671091063295","Bad"
"0.977756332416123","Good","0.944","Bad","0.960343513637781","Bad","0.973642672699559","Good"
"0.977240844344481","Good","0.978","Bad","0.962721344083548","Bad","0.972688018657476","Good"
"0.957197854100036","Bad","0.99","Good","0.95726303756237","Bad","0.964479565125633","Bad"
"0.937440269211569","Bad","0.996","Good","0.973058223724365","Good","0.938792309488016","Bad"
"0.978093633973752","Good","0.992","Good","0.981110408902168","Good","0.982747055766805","Good"
"0.964254189725945","Bad","0.992","Good","0.963290069252253","Bad","0.97167945052349","Good"
"0.953187968736117","Bad","0.972","Bad","0.958864118903875","Bad","0.944058343389363","Bad"
"0.960062685793073","Bad","0.956","Bad","0.910513214766979","Bad","0.962587468544307","Bad"
"0.993758740770178","Good","0.996","Good","0.996497420128435","Good","0.994137180400158","Good"
"0.956715154804291","Bad","0.952","Bad","0.923225484788418","Bad","0.973449665461589","Good"
"0.992781247025766","Good","0.998","Good","0.994229744654149","Good","0.991986433716262","Good"
"0.866132512246482","Bad","0.938","Bad","0.884532608091831","Bad","0.861355095168113","Bad"
"0.975201839804414","Good","0.99","Good","0.983027186244726","Good","0.973595669005903","Good"
"0.981979260068153","Good","0.994","Good","0.985279742628336","Good","0.986661960193414","Good"
"0.982287701296589","Good","1","Good","0.988223356194794","Good","0.988391339865742","Good"
"0.963161296553238","Bad","0.986","Bad","0.965208400040865","Bad","0.973203197048361","Good"
"0.976580055714125","Good","0.952","Bad","0.894552476704121","Bad","0.970592936352186","Good"
"0.958460034387938","Bad","0.95","Bad","0.871750339865685","Bad","0.90841116820435","Bad"
"0.960951707273774","Bad","0.98","Bad","0.970242716372013","Bad","0.953001187138582","Bad"
"0.95589908743159","Bad","0.96","Bad","0.951964899897575","Bad","0.943685687446104","Bad"
"0.992123293283413","Good","0.998","Good","0.984103346243501","Good","0.986732547908789","Good"
"0.953100741820131","Bad","0.968","Bad","0.947505846619606","Bad","0.947807056052566","Bad"
"0.9904590751716","Good","0.996","Good","0.988030530512333","Good","0.986253423306445","Good"
"0.978260404572328","Good","1","Good","0.988869567401707","Good","0.99124523556519","Good"
"0.997087821716886","Good","0.998","Good","0.995610640384257","Good","0.996165167596198","Good"
"0.990025079175921","Good","0.998","Good","0.995603288523853","Good","0.991343247061407","Good"
"0.94240079413342","Bad","0.946","Bad","0.972189208492637","Good","0.922388365774573","Bad"
"0.853180303955428","Bad","0.91","Bad","0.868824258446693","Bad","0.870016355627967","Bad"
"0.828938808321416","Bad","0.962","Bad","0.906736426055431","Bad","0.864534667792225","Bad"
"0.984605081259686","Good","0.986","Bad","0.991390546783805","Good","0.991348482909514","Good"
"0.94610084554879","Bad","0.988","Good","0.964073609560728","Bad","0.961099329505214","Bad"
"0.985552147466398","Good","1","Good","0.990766232833266","Good","0.988570602527054","Good"
"0.992077371950935","Good","0.994","Good","0.992617200128734","Good","0.989659631738117","Good"
"0.896794942628053","Bad","0.948","Bad","0.957562536001205","Bad","0.903274109463696","Bad"
"0.981595109610758","Good","0.978","Bad","0.95373909547925","Bad","0.977676944877445","Good"
"0.971238412735002","Good","0.994","Good","0.97933803871274","Good","0.96141354605157","Bad"
"0.987568349146814","Good","0.994","Good","0.990829324349761","Good","0.984907254403358","Good"
"0.998084500225773","Good","1","Good","0.998435673769563","Good","0.997360187938549","Good"
"0.962532493101426","Bad","0.918","Bad","0.881609998643398","Bad","0.964337068079684","Bad"
"0.973894084658676","Good","0.988","Good","0.96563221141696","Bad","0.97872561512271","Good"
"0.992184111210711","Good","0.996","Good","0.991918059997261","Good","0.995280240932569","Good"
"0.975900554890232","Good","0.992","Good","0.989554110914469","Good","0.962269116832295","Bad"
"0.981166870109565","Good","0.992","Good","0.98030692152679","Good","0.98043718917429","Good"
"0.995743651125511","Good","1","Good","0.997391670476645","Good","0.995874134212111","Good"
"0.98418506761756","Good","0.996","Good","0.991872823797166","Good","0.987880969676589","Good"
"0.976490547592467","Good","0.978","Bad","0.955331739038229","Bad","0.979539636386752","Good"
"0.967471776498855","Bad","0.988","Good","0.962040744721889","Bad","0.962108637808249","Bad"
"0.984154638811863","Good","0.976","Bad","0.974941743537784","Good","0.975900893867917","Good"
"0.971401639453534","Good","0.992","Good","0.989316457882524","Good","0.978418285223669","Good"
"0.967471776498855","Bad","0.974","Bad","0.957899648696184","Bad","0.974409526086404","Good"
"0.932206861076811","Bad","0.97","Bad","0.911322772502899","Bad","0.913719192361585","Bad"
"0.988469611537817","Good","0.98","Bad","0.976181542500854","Good","0.988317838412662","Good"
"0.866358809301042","Bad","0.942","Bad","0.870121940970421","Bad","0.898726369039234","Bad"
"0.991439107858065","Good","1","Good","0.993439136538655","Good","0.993794450313718","Good"
"0.996563714125296","Good","1","Good","0.994764008093625","Good","0.995083486392865","Good"
"0.869493108596914","Bad","0.892","Bad","0.836146652698517","Bad","0.864443433676036","Bad"
"0.992781247025766","Good","0.988","Good","0.993474153336138","Good","0.994563276588539","Good"
"0.995189016967399","Good","0.996","Good","0.99433859391138","Good","0.992200645232788","Good"
"0.969382220859756","Good","0.992","Good","0.98910413403064","Good","0.989921034797516","Good"
"0.938237291034969","Bad","0.958","Bad","0.880408689379692","Bad","0.933467241293121","Bad"
"0.983085086733273","Good","0.986","Bad","0.93898706510663","Bad","0.967167341364707","Good"
"0.933793975958331","Bad","0.938","Bad","0.913927346467972","Bad","0.940434773003114","Bad"
"0.939913349825993","Bad","0.972","Bad","0.970578966662288","Bad","0.924902777240981","Bad"
"0.921357618815899","Bad","0.942","Bad","0.900329560041428","Bad","0.943994154654366","Bad"
"0.995751920913261","Good","0.998","Good","0.995710270944983","Good","0.996664179190882","Good"
"0.970408626810706","Good","0.996","Good","0.980143971741199","Good","0.9714973428664","Good"
"0.997378559053832","Good","0.982","Bad","0.989341784268618","Good","0.993796380158561","Good"
"0.991619546648974","Good","1","Good","0.9850396187976","Good","0.981965476994976","Good"
"0.977967735887304","Good","0.998","Good","0.974689731374383","Good","0.976183803374652","Good"
"0.948250460124841","Bad","0.998","Good","0.93237067013979","Bad","0.938393699445076","Bad"
"0.963506233770972","Bad","0.96","Bad","0.975085075944662","Good","0.969916608038329","Good"
"0.993069328343254","Good","1","Good","0.994919063989073","Good","0.993423968406791","Good"
"0.981805631779094","Good","0.958","Bad","0.976966593414545","Good","0.967113951939634","Bad"
"0.983722539087286","Good","0.998","Good","0.986238937824965","Good","0.978514828320549","Good"
"0.9847524093785","Good","0.996","Good","0.987939711660147","Good","0.976647569890429","Good"
"0.881410903423672","Bad","0.926","Bad","0.866596475243568","Bad","0.917780761604646","Bad"
"0.98705459400254","Good","0.962","Bad","0.980443520471454","Good","0.984529544225368","Good"
"0.928018372987629","Bad","0.99","Good","0.94784889370203","Bad","0.929234351265803","Bad"
"0.990272727748382","Good","0.982","Bad","0.985138842836022","Good","0.981699843565507","Good"
"0.95953516446685","Bad","0.99","Good","0.974896235391498","Good","0.963742408389049","Bad"
"0.883437261811907","Bad","0.94","Bad","0.881443075835705","Bad","0.8896486739289","Bad"
"0.926835278594377","Bad","0.96","Bad","0.903864204883575","Bad","0.913505395276132","Bad"
"0.91290317359647","Bad","0.968","Bad","0.92950439453125","Bad","0.909349584279991","Bad"
"0.948441810475726","Bad","0.978","Bad","0.952670391649008","Bad","0.95351512296659","Bad"
"0.998408374000318","Good","0.986","Bad","0.997218328993767","Good","0.993051800252859","Good"
"0.808369950426504","Bad","0.94","Bad","0.843477264046669","Bad","0.88651296521381","Bad"
"0.970632145818771","Good","0.968","Bad","0.971379509195685","Bad","0.970367051813478","Good"
"0.997171663977933","Good","1","Good","0.993073770776391","Good","0.996466383698396","Good"
"0.975623403078898","Good","0.994","Good","0.985795065760612","Good","0.971208280711154","Good"
"0.983659871906398","Good","0.978","Bad","0.969632709398866","Bad","0.981334879133186","Good"
"0.999999999997679","Good","0.99","Good","0.969197636470199","Bad","0.985768450211511","Good"
"0.957357608127398","Bad","0.958","Bad","0.953103896230459","Bad","0.945678734446337","Bad"
"0.922621893697362","Bad","0.928","Bad","0.898494802415371","Bad","0.917928510899156","Bad"
"0.996590364335735","Good","1","Good","0.996006362140179","Good","0.99272082500091","Good"
"0.90796713988899","Bad","0.978","Bad","0.903605476021767","Bad","0.912648730177215","Bad"
"0.95853772728859","Bad","0.992","Good","0.949513893574476","Bad","0.954990811036102","Bad"
"0.986802638367203","Good","0.962","Bad","0.994889566674829","Good","0.966956682855136","Bad"
"0.869049207360007","Bad","0.974","Bad","0.863913327455521","Bad","0.895648459743297","Bad"
"0.991101115445979","Good","1","Good","0.996614811010659","Good","0.993436096028688","Good"
"0.990979720498598","Good","1","Good","0.990910372696817","Good","0.986721404372644","Good"
"0.985496420308618","Good","0.974","Bad","0.970900345593691","Bad","0.982503916740559","Good"
"0.987104412525601","Good","0.996","Good","0.993761289399117","Good","0.991243735363876","Good"
"0.979314540709959","Good","0.984","Bad","0.983214888721704","Good","0.980578054091699","Good"
"0.976083612900141","Good","1","Good","0.989561634138227","Good","0.976083950988642","Good"
"0.939470609797461","Bad","0.952","Bad","0.948699358850718","Bad","0.936497879515856","Bad"
